,Name,Symbol,Exchange,Sector,Industry,Last,Chg. %,Market Cap,Vol.,P/E Ratio,MACD (12,26 / 1D),Revenue,Average Vol. (3m),EPS,Beta,Dividend,Yield,15 Minutes,Hourly,Daily,Weekly,Monthly,Daily,1 Week,1 Month,YTD,1 Year,3 Years,1-Year Change,Dividend Yield (%),P/E Ratio (TTM),Price to Sales (TTM),Price to Cash Flow (MRQ),Price to Free Cash Flow (TTM),Price to Book (MRQ),Price to Tangible Book (MRQ),EPS(MRQ) vs Qtr. 1 Yr. Ago,EPS(TTM) vs TTM 1 Yr. Ago,5 Year EPS Growth,Sales (MRQ) vs Qtr. 1 Yr. Ago,Sales (TTM) vs TTM 1 Yr. Ago (TTM),5 Year Sales Growth,5 Year Capital Spending Growth,Asset Turnover (TTM),Inventory Turnover (TTM),Revenue/Employee (TTM),Net Income/Employee (TTM),Receivable Turnover (TTM),52 wk Range - High,52 wk Range - Low,% Change from 52 wk High,% Change from 52 wk Low,Previous Month % Change,Gross margin (TTM),Gross Margin (5YA),Operating margin (TTM),Operating margin (5YA),Pretax margin (TTM),Pretax margin (5YA),Net Profit margin (TTM),Net Profit margin (5YA),Quick Ratio (MRQ),Current Ratio (MRQ),LT Debt to Equity (MRQ),Total Debt to Equity,Dividend Yield 5 Year Avg. (5YA),Dividend Growth Rate (ANN),Payout Ratio (TTM),ADX (14 / 1D),ATR (14 / 1D),Bull/Bear Power (13 / 1D),CCI (14 / 1D),Highs/Lows (14 / 1D),ROC (1D),RSI (14 / 1D),STOCH (14 / 1D),STOCHRSI (14 / 1D),Ultimate Oscillator (14 /1D),Williams %R (1D),var columnsSettings_stock_screener = new ColumnsSettings(		'ltr',																	   // strHtmlDir		'resultsContainer',															 	   // containerId		'resultsContainer',															   	   // tab		'stock_screener',																		   // id		'Currently selected: X (max 8)', // message		'8',															   // intMaxCheckboxes		'1'                                                          // intMinOptCheckboxes	);Adjust table  Name  Symbol  Exchange  Sector  Industry  Last  Chg. %  Market Cap  Vol.  P/E Ratio  MACD (12,26 / 1D)   Revenue  Average Vol. (3m)  EPS  Beta  Dividend  Yield  15 Minutes   Hourly  Daily  Weekly  Monthly  Daily  1 Week  1 Month  YTD  1 Year  3 Years  1-Year Change  Dividend Yield (%)   P/E Ratio (TTM)  Price to Sales (TTM)  Price to Cash Flow (MRQ)  Price to Free Cash Flow (TTM)  Price to Book (MRQ)  Price to Tangible Book (MRQ)   EPS(MRQ) vs Qtr. 1 Yr. Ago  EPS(TTM) vs TTM 1 Yr. Ago  5 Year EPS Growth  Sales (MRQ) vs Qtr. 1 Yr. Ago  Sales (TTM) vs TTM 1 Yr. Ago (TTM)  5 Year Sales Growth  5 Year Capital Spending Growth  Asset Turnover (TTM)  Inventory Turnover (TTM)  Revenue/Employee (TTM)  Net Income/Employee (TTM)  Receivable Turnover (TTM)  52 wk Range - High  52 wk Range - Low  % Change from 52 wk High  % Change from 52 wk Low  Previous Month % Change  Gross margin (TTM)  Gross Margin (5YA)  Operating margin (TTM)  Operating margin (5YA)  Pretax margin (TTM)  Pretax margin (5YA)  Net Profit margin (TTM)  Net Profit margin (5YA)  Quick Ratio (MRQ)  Current Ratio (MRQ)  LT Debt to Equity (MRQ)  Total Debt to Equity  Dividend Yield 5 Year Avg. (5YA)  Dividend Growth Rate (ANN)  Payout Ratio (TTM)  ADX (14 / 1D)  ATR (14 / 1D)  Bull/Bear Power (13 / 1D)  CCI (14 / 1D)  Highs/Lows (14 / 1D)  ROC (1D)  RSI (14 / 1D)  STOCH (14 / 1D)  STOCHRSI (14 / 1D)  Ultimate Oscillator (14 /1D)  Williams %R (1D) Currently selected: 6 (max 8 ) Apply 	$('#colSelectPopup_stock_screener').click(function(e) {		e.stopPropagation();	});
"","DaNang Seaproducts","SPD","Hanoi","Consumer/Non-Cyclical","Food Processing","8200","-12.77%","98.40B","227.00","-","-31.92","755.04B","1.04K","-1.48K","-","-","-","-","-","Sell","Neutral","Buy","-12.77","-12.77","-12.77","2.50","49.09","36.67","49.09","5.26%","49.91","0.13","1.40","1.31","0.85","0.87","178.76","-2.35K","-29.37","33.80","8.47","-11.63","51.85","2.14","4.52","-","-","10.27","11500","5000","-28.70","64.00","-2.08%","8.19","7.34","-2.37","-0.68","-2.35","0.18","-2.35","0.09","0.57","1.17","6.61","98.78","-","-14.50","0.00","39.98","314.29","-1.77K","-247.14","-757.14","-8.89","41.33","77.08","0.00","57.61","-87.50",""
"","Hanoi Seaproducts Import Export","SPH","Hanoi","Consumer Staples","Food Products","22100","0%","-","500.00","-","3.34K","-","400.00","-","-","950.00","-","-","-","Strong Buy","Strong Buy","Strong Buy","0.00","0.00","11.62","308.50","308.50","64.51","308.50","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","25600","7000","-13.67","215.71","11.62%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","67.83","1.84K","5.59K","74.02","3.36K","140.22","63.49","80.66","43.17","63.97","-22.43",""
"","SPILIT STONE","SPI","Hanoi","Capital Goods","Construction - Raw Materials","14900","-3.25%","258.95B","137.51K","-","-743.70","122.03B","321.88K","-1.05K","0.94","-","-","Sell","Strong Sell","Strong Sell","Neutral","Strong Buy","-3.25","-8.59","-22.40","776.47","1.25K","1.25K","1.30K","-","40.52","2.93","9.78","14.59","1.73","1.73","-870.75","-4.82K","-32.26","-94.33","-35.05","10.58","-","0.35","2.81","-","-","0.96","22000","800","-32.27","1.76K","-16.41%","0.74","5.50","-19.99","-5.36","-19.99","-3.08","-19.99","-3.85","1.97","2.49","0.00","10.01","-","-","0.00","65.96","1.17K","-3.13K","-195.40","-1.05K","-12.35","28.67","75.09","0.00","52.13","-38.74",""
"","SPM Corp","SPM","Ho Chi Minh","Healthcare","Major Drugs","13100","0%","180.39B","0.00","22.56","5.40","675.66B","5.32K","589.48","0.19","-","-","Buy","Neutral","Sell","Neutral","Neutral","0.00","-5.07","-2.24","-2.24","20.18","-2.60","17.49","-","22.56","0.27","-","-","0.24","0.24","-6.02","-10.77","-15.86","57.30","38.64","0.25","10.13","0.65","16.44","3.13","37.54","1.13","14200","10150","-7.75","29.06","2.99%","12.88","18.42","1.58","2.42","1.54","2.43","1.20","1.99","2.95","3.08","0.00","28.04","-","-","0.00","30.05","575.00","-1.04K","-68.01","0.00","0.77","45.82","82.03","14.74","77.09","-24.38",""
"","Sai Gon Plastic Packaging JSC","SPP","Hanoi","Basic Materials","Containers & Packaging","400","0%","20.10B","0.00","-","52.84","-","605.91K","-29.10K","0.14","-","-","-","-","Sell","Strong Sell","Neutral","0.00","-50.00","-55.56","0.00","0.00","-90.33","0.00","-","10.12","0.14","-","-","0.07","0.19","-1.38K","-7.80K","8.15","-100.00","-83.75","-19.29","-61.73","0.18","1.81","-","-","1.90","1200","300","-66.67","33.33","-11.11%","-254.50","2.64","-494.94","-15.38","-496.50","-15.40","-496.07","-15.86","0.15","0.27","8.10","264.28","0.00","-","0.00","38.84","128.57","-176.04","-50.34","0.00","14.29","53.69","34.52","0.00","72.01","-57.14",""
"","Special Aquatic","SPV","Hanoi","Consumer Staples","Food Products","16100","15%","-","400.00","-","-241.62","-","855.00","-","-","-","-","-","-","Buy","Strong Buy","Strong Buy","15.00","15.00","5.23","19.26","61.00","109.09","61.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","22600","8100","-28.76","98.77","2.19%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","73.36","2.14K","-1.48K","-3.07","607.14","-9.55","51.63","70.96","91.73","61.71","-17.57",""
"","Sai Gon Quy Nhon","SQC","Hanoi","Basic Materials","Metal Mining","82000","0%","8.68T","100.00","-","-","384.21M","100.00","-230.74","-","-","-","-","-","-","-","-","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-","-","22.58K","540.18","1.28K","11.21","11.66","-357.10","1.34","-","-100.00","-99.39","15.02","-","0.00","2.34","384.21","-24.76","0.37","82000","0","0.00","-","-","-2.66K","-34.15","-4.14K","-65.29","-6.40K","-61.27","-6.44K","-61.37","0.11","0.14","0.00","2.76","-","-","-","-","-","-","-","-","-","-","-","-","-","-",""
"","SARA., JSC","SRA","Hanoi","Capital Goods","Construction Services","7600","-2.56%","336.96B","277.68K","14.00","-107.80","212.19B","230.97K","556.96","0.70","1.36K","-","Sell","Strong Sell","Strong Sell","Strong Sell","Strong Sell","-2.56","-6.17","-6.17","-24.75","-44.12","101.91","-40.00","17.01%","14.00","2.66","5.89","1.95","0.63","0.63","-92.98","-75.63","-","-78.44","-55.39","419.35","97.25","0.23","150.39","-","-","2.09","18400","7500","-58.70","1.33","1.25%","28.41","27.03","12.00","23.79","11.98","23.19","11.98","23.17","3.61","3.62","0.00","0.01","-","-","0.00","39.54","235.71","-819.87","-213.65","-500.00","-10.59","33.92","38.52","0.00","37.08","-91.67",""
"","Sara Group","SRB","Hanoi","Services","Schools","2800","0%","22.95B","21.61K","-","-26.25","-","50.36K","-1.64K","0.99","-","-","-","-","Neutral","Buy","Strong Buy","0.00","3.70","-3.45","133.33","250.00","100.00","250.00","-","-","6.11","-","30.72","0.43","0.43","-","-","-","-","-","-54.91","-","0.06","24.76","-","-","0.67","4200","500","-33.33","460.00","-3.57%","38.18","33.33","-367.32","-288.63","-369.98","-287.08","-371.23","-287.53","20.82","20.82","0.00","0.00","0.00","-","-","71.66","200.00","-163.46","-102.67","0.00","-6.67","47.22","45.00","39.81","50.30","-60.00",""
"","Sao Vang Rubber JSC","SRC","Ho Chi Minh","Consumer Cyclical","Tires","18500","-0.27%","519.17B","7.50K","7.39","-191.00","1.41T","20.05K","2.72K","0.61","950.00","-","Sell","Strong Sell","Strong Sell","Strong Sell","Neutral","-0.27","-2.12","-3.65","-11.48","13.50","83.17","21.10","3.98%","7.39","0.40","4.20","56.32","1.29","1.30","37.59","87.92","1.57","32.08","58.49","7.04","-31.82","1.25","5.72","1.66","89.96","3.78","25750","13600","-28.16","36.03","0.27%","15.79","17.03","6.73","5.39","7.12","5.78","5.40","4.54","1.23","1.52","30.14","84.19","5.53","7.72","29.43","37.22","421.43","-1.11K","-125.61","-571.43","-8.82","37.28","85.02","0.00","47.12","-18.09",""
"","Seaprodex Refrigeration Industry","SRF","Ho Chi Minh","Capital Goods","Construction Services","12500","-1.96%","383.94B","8.80K","10.47","-146.90","1.41T","9.15K","1.30K","0.19","-","-","Neutral","Neutral","Strong Sell","Strong Sell","Sell","-1.96","0.00","-5.30","-4.58","-7.06","-20.38","-5.56","11.45%","10.47","0.28","-","-","0.91","0.91","7.82K","-22.77","-6.50","6.53","-12.88","7.31","48.64","0.77","4.55","1.75","40.99","1.80","14950","12050","-16.39","3.73","-4.94%","8.29","9.30","3.06","4.71","3.16","5.70","2.89","4.94","0.87","1.08","17.51","171.81","8.69","0.00","61.62","28.70","328.57","-241.72","-93.59","-3.57","-4.21","40.39","82.00","50.81","40.27","-19.35",""
"","Sai Gon Railway","SRT","Hanoi","Transportation","Misc. Transportation","4300","13.16%","216.33B","100.00","-","-56.12","1.08T","2.66K","-3.99K","0.01","-","-","-","-","Strong Buy","Neutral","Strong Buy","13.16","7.50","2.38","26.47","43.33","-8.51","43.33","0.85%","12.75","0.20","-","7.59","0.86","0.86","94.91","-5.38K","-","-36.91","-43.45","-","-","0.74","13.45","-","-","32.76","5000","2600","-14.00","65.38","-4.76%","-8.02","-","-21.26","-","-18.54","-","-18.54","-","0.38","0.51","195.18","240.36","-","-","0.00","70.26","214.29","261.16","20.05","35.71","0.00","51.47","55.36","75.20","53.95","-25.00",""
"","Southern Seed Corp","SSC","Hanoi","Consumer/Non-Cyclical","Crops","42900","0%","569.36B","0.00","14.28","-472.80","347.92B","553.00","3.01K","0.07","1.43K","-","Neutral","Sell","Strong Sell","Strong Sell","Strong Sell","0.00","1.90","-6.74","-15.22","-14.50","-32.55","-14.50","3.5%","14.28","1.64","45.46","8.74","1.65","1.91","-8.89","-18.45","0.51","-74.39","-43.71","-2.91","-6.18","0.68","2.00","2.46","228.59","3.78","59728","40000","-28.17","7.25","-8.48%","28.59","28.13","14.07","13.58","14.54","13.72","11.46","11.56","1.57","2.17","0.00","0.00","3.79","25.99","0.00","66.49","3.66K","-2.13K","-38.42","-235.71","-5.51","47.70","85.86","39.47","54.81","-16.07",""
"","SaiGon Shoes JSC","SSF","Hanoi","Consumer Cyclical","Footwear","2700","12.5%","8.64B","2.04K","-","-","-","2.04K","-","-","-","-","-","-","-","-","-","12.50","0.00","0.00","0.00","-32.50","-30.77","-32.50","-","-","-","42.02","-","-","-","-","-","-","-","-","-41.58","-","-","-","-","-","-","4000","2400","-32.50","12.50","-","-","89.84","-","-128.40","-","-118.72","-","-118.72","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",""
"","Saigon Securities Incorporation","SSI","Ho Chi Minh","Financial","Investment Services","54500","2.09%","32.65T","18.45M","15.41","3.40K","4.93T","14.66M","2.12K","1.52","-","-","Strong Buy","Neutral","Buy","Strong Buy","Strong Buy","2.09","-0.91","23.86","64.65","247.13","138.17","237.18","3.07%","15.41","4.82","8.01","7.57","1.99","2.16","8.66","34.47","6.47","30.00","34.99","23.06","57.45","0.14","-","4.80","1.38","184.65","59000","13250","-7.63","311.32","23.87%","79.74","77.18","35.55","40.63","35.67","41.13","28.76","33.53","-","1.12","0.00","249.76","4.89","5.07","0.00","29.23","2.31K","-2.30K","6.68","221.43","7.92","60.54","93.20","20.36","53.76","-9.18",""
"","VNECO.SSM","SSM","Hanoi","Capital Goods","Construction Services","7000","0%","34.63B","0.00","6.36","-119.60","184.68B","3.42K","1.10K","0.62","-","-","Buy","Strong Buy","Strong Buy","Sell","Neutral","0.00","0.00","1.45","18.64","20.69","-24.73","20.69","8.2%","6.36","0.19","0.53","0.34","0.49","0.50","-98.09","-48.79","-13.02","-62.76","-53.81","-1.57","-46.44","1.26","2.47","-","-","3.80","9000","4500","-22.22","55.56","0%","12.72","8.53","2.95","0.27","2.95","0.47","2.95","0.24","1.68","4.38","0.00","0.00","-","-","0.00","40.28","314.29","22.40","80.12","78.57","1.45","48.88","72.92","100.00","65.17","-12.50",""
"","Saigon Seaproducts","SSN","Hanoi","Capital Goods","Constr. & Agric. Machinery","6700","0%","265.32B","213.60K","-","-80.60","44.38B","311.45K","-0.42","1.45","-","-","-","-","Strong Sell","Strong Sell","Neutral","0.00","0.00","3.08","34.00","71.79","-56.77","67.50","-","4.86K","6.13","-","332.87","0.54","0.54","-28.70","63.85","-65.41","-8.83","128.21","27.85","-","0.04","-","-","-","0.04","9900","2700","-32.32","148.15","9.84%","22.19","53.49","8.97","104.75","0.50","87.55","-0.04","75.22","1.24","1.24","0.02","0.42","-","-","0.00","42.07","357.14","-644.20","-117.83","-271.43","-11.84","41.66","20.98","0.00","46.48","-84.61",""
"","Sieu Thanh JSC","ST8","Ho Chi Minh","Technology","Office Equipment","10800","0%","277.79B","100.00","20.31","-219.20","1.11T","5.52K","600.67","0.46","475.00","-","Strong Sell","Strong Sell","Strong Sell","Strong Sell","Strong Sell","0.00","-4.42","-8.86","-1.82","-5.26","-37.57","-8.47","8.2%","20.31","0.27","9.11","6.63","1.11","1.12","86.06","-24.78","-21.04","11.46","-29.43","-2.98","11.67","2.27","6.84","1.85","26.16","9.75","12500","9210","-13.60","17.26","-5.83%","16.11","13.49","1.79","2.22","1.79","2.83","1.41","2.26","1.57","2.14","0.00","17.09","9.20","-30.26","79.08","35.14","428.57","-787.32","-149.09","-271.43","-9.24","40.83","62.83","14.04","46.35","-52.91",""
"","Sai Gon Thuong Tin Commercial","STB","Ho Chi Minh","Financial","Regional Banks","31050","2.14%","56.00T","41.48M","19.15","696.30","19.99T","38.45M","1.25K","1.23","-","-","Buy","Neutral","Buy","Strong Buy","Strong Buy","2.14","1.47","8.57","83.73","170.00","198.56","162.77","-","19.15","2.25","21.50","21.50","1.49","1.72","259.81","10.57","22.95","10.12","10.21","16.14","11.75","-","-","-","-","-","33900","9900","-8.41","213.64","-9.47%","-","-","17.41","15.69","17.41","15.69","13.99","12.31","-","-","38.97","53.21","-","-","0.00","32.13","1.09K","-353.09","34.96","32.14","5.61","54.83","91.70","37.67","48.37","-8.87",""
"","Book And Educational Equipment JSC","STC","Hanoi","Technology","Scientific & Technical Instr.","18000","5.88%","96.31B","1.10K","6.63","-14.30","507.29B","4.68K","2.56K","0.33","1.24K","-","Buy","Buy","Neutral","Buy","Strong Buy","5.88","-0.55","-0.55","5.88","55.17","-25.62","46.55","7.65%","6.63","0.19","3.82","4.32","0.83","0.84","324.10","37.95","7.60","71.95","27.26","10.66","-22.12","3.38","8.07","-","-","18.06","21200","12200","-15.09","47.54","7.1%","23.38","22.47","4.16","4.21","4.36","4.37","3.93","3.91","1.34","2.61","0.00","0.00","6.69","0.00","48.16","47.34","250.00","182.51","-12.80","-21.43","0.00","51.58","92.94","61.46","47.97","-5.88",""
"","South Logistics JSC","STG","Ho Chi Minh","Transportation","Misc. Transportation","16950","-6.69%","1.67T","68.40K","15.40","30.40","2.20T","18.43K","1.08K","0.16","-","-","Buy","Strong Sell","Sell","Buy","Strong Buy","-6.69","-4.78","0.89","11.51","16.90","-8.87","18.62","-","15.40","0.81","28.98","28.98","1.05","1.13","262.25","-1.17","18.47","30.62","10.70","14.99","78.18","0.88","39.56","2.00","115.91","6.37","20950","12950","-19.09","30.89","1.71%","21.33","20.17","7.45","13.88","7.27","15.17","5.80","12.36","1.65","1.76","8.31","12.08","-","-8.48","0.00","40.11","496.43","-2.15K","-219.57","-771.43","-6.61","40.57","87.78","0.00","58.83","-22.77",""
"","Century Synthetic Fiber Corp","STK","Ho Chi Minh","Consumer Cyclical","Apparel/Accessories","38900","-2.01%","2.65T","22.30K","13.58","1.24K","1.72T","72.47K","2.40K","0.58","1.43K","-","Strong Sell","Strong Sell","Neutral","Strong Buy","Strong Buy","-2.01","-2.75","5.42","86.12","122.92","187.19","123.60","4.6%","13.58","1.30","6.46","5.64","1.93","1.93","34.75","-26.73","14.19","-8.06","-23.41","11.26","-38.68","0.91","3.24","1.66","157.56","15.53","42000","13500","-7.38","188.15","24.8%","15.86","13.23","11.16","7.68","11.21","7.72","9.47","6.82","0.45","1.18","0.00","18.56","6.84","27.43","62.96","19.04","1.54K","-1.04K","-107.19","-228.57","1.57","54.51","93.49","0.00","39.27","-9.69",""
"","Song Da Thang Long JSC","STL","Hanoi","Services","Real Estate Operations","1400","7.69%","21.00B","62.55K","-","-193.35","-","130.54K","-12.08K","-0.64","-","-","-","-","Buy","Buy","Strong Sell","7.69","7.69","0.00","27.27","-69.57","7.69","-69.57","-","-","0.04","0.05","0.24","4.16","-","-227.07","-1.17K","-","-62.69","-64.05","-41.57","-40.79","0.11","0.53","-","-","2.65","5100","600","-72.55","133.33","-7.14%","3.59","-86.33","-9.81","-216.85","-28.40","-215.53","-30.84","-216.76","0.57","0.97","47.51K","60.16K","0.00","-","-","42.81","200.00","60.06","67.47","164.29","75.00","48.97","66.35","100.00","68.15","-20.00",""
"","Song Da Industry Trade JSC","STP","Hanoi","Basic Materials","Containers & Packaging","8200","1.23%","64.98B","1.00K","8.81","-1.50","276.04B","3.48K","919.13","0.22","760.00","-","Strong Buy","Strong Buy","Strong Buy","Strong Buy","Strong Buy","1.23","2.50","2.50","7.89","22.39","22.39","20.90","9.88%","8.81","0.29","5.17","4.25","0.45","0.48","3.40","-15.01","2.01","-11.26","7.19","-1.22","-9.74","1.27","6.56","-","-","2.37","9100","5600","-9.89","46.43","-1.23%","12.24","10.74","4.38","2.86","4.21","2.82","3.29","2.17","4.19","5.17","0.00","2.96","14.74","16.96","82.69","77.53","85.71","69.88","71.79","100.00","1.24","57.47","25.00","79.42","54.86","-33.33",""
"","Saigon Transport Agency","STS","Hanoi","Industrials","Air Freight & Logistics","34500","0%","94.68B","0.00","5.04","-335.50","-","960.00","6.84K","-","-","-","-","-","Strong Buy","Strong Buy","Strong Buy","0.00","0.00","0.00","102.94","30.19","105.36","30.19","-","5.04","1.31","12.51","5.47","1.65","1.96","-","-","-6.17","-","-","-12.28","-","1.16","16.92","-","-","7.32","34500","17000","0.00","102.94","26.37%","40.79","28.34","32.25","25.84","33.61","25.82","25.71","20.99","2.70","2.97","0.00","7.86","-","-","0.00","100.00","3.21K","15.57K","131.14","10.75K","305.88","59.70","81.70","100.00","85.91","0.00",""
"","Saigontourist","STT","Hanoi","Services","Schools","3600","2.86%","28.80B","86.45K","-","-62.70","-","82.54K","-146.26","-0.51","-","-","-","-","Strong Buy","Strong Buy","Sell","2.86","2.86","38.46","89.47","-60.44","-28.99","-60.44","-","-","1.35","92.61","11.99","1.32K","61.59","93.49","5.26","-","-26.91","-43.19","-15.78","266.68","0.51","206.57","-","-","2.70","9500","1300","-62.11","176.92","25%","4.08","-0.06","-5.38","-27.35","-5.16","-26.62","-5.50","-26.78","0.27","0.28","26.67K","38.58K","-","-","-","33.03","521.43","1.24K","93.77","328.57","44.00","57.84","45.97","65.67","69.84","-33.33",""
"","Viet Nam Stone Work Top Fabrication","STV","Hanoi","Industrials","Building Products","9500","9.2%","104.50B","200.00","-","-881.71","-","1.31K","-","-1.14","-","-","-","-","Strong Sell","Strong Sell","Strong Sell","9.20","0.00","-20.83","-32.14","-42.42","-26.36","-50.78","-","-","-","2.42K","-","1.21","2.40","-37.10","-","-13.00","30.24","-","50.37","-7.03","-","-","-","-","-","19400","8500","-51.03","11.76","-24.6%","-","7.31","-","3.54","-","3.57","-","3.09","2.09","3.36","4.05","4.44","-","-","-","40.20","1.41K","-4.71K","-121.99","-1.71K","-12.84","40.93","35.06","28.73","34.52","-86.21",""
"","Saigon General Service Corp","SVC","Ho Chi Minh","Services","Retail (Specialty)","75900","0%","2.53T","0.00","19.07","-948.60","16.47T","2.38K","4.49K","0.23","-","-","Buy","Strong Buy","Buy","Buy","Strong Buy","0.00","10.00","2.57","10.00","42.54","72.70","43.55","0.88%","19.07","0.18","3.51","3.51","2.26","2.40","151.63","8.12","10.90","14.20","-11.95","10.21","-6.72","3.58","14.39","5.18","72.38","35.07","87700","53250","-13.45","42.54","-13.1%","5.74","5.78","0.80","0.85","1.61","1.67","1.40","1.40","0.61","0.96","22.12","110.12","2.87","-5.90","0.00","56.26","4.02K","1.78K","57.20","4.05K","-4.89","54.36","88.61","98.63","74.37","-5.04",""
"","Vu Dang Investment Trading JSC","SVD","Ho Chi Minh","Consumer Cyclical","Apparel/Accessories","8770","-0.11%","113.13B","118.20K","24.54","96.39","397.09B","224.45K","368.45","-","-","-","Strong Buy","Strong Buy","Neutral","Sell","Neutral","-0.11","-6.50","4.90","-","-","-","-","-","24.54","0.35","-","-","0.81","0.81","-95.54","-88.95","-","88.10","22.28","-","-","-","-","-","-","-","18700","7720","-53.10","13.60","11.67%","8.32","-","2.34","-","1.85","-","1.44","-","0.87","1.23","96.41","162.40","-","-","0.00","24.80","475.00","-610.55","-62.01","0.00","6.43","48.10","35.39","13.24","69.39","-69.89",""
"","Industrial Gas Welding Electrode","SVG","Hanoi","Basic Materials","Chemical Manufacturing","10500","5%","308.18B","4.43K","154.49","-44.75","319.90B","3.40K","67.96","-","-","-","-","-","Strong Buy","Strong Buy","Buy","5.00","38.16","9.38","94.44","1.94","17.45","1.94","0.57%","154.49","1.20","628.97","192.50","1.03","1.11","-3.54","-40.38","0.47","-4.07","-3.62","0.50","-10.86","0.59","7.54","-","-","4.34","22500","4400","-53.33","138.64","-57.3%","16.37","16.90","-0.09","1.15","1.20","1.52","0.96","1.04","0.74","1.00","4.50","38.21","-","0.00","0.00","30.16","964.29","1.83K","106.94","942.86","-11.02","52.50","40.57","99.65","52.97","-29.55",""
"","Bien Hoa Packaging Co","SVI","Ho Chi Minh","Basic Materials","Containers & Packaging","79800","0%","1.02T","0.00","9.10","-987.50","1.77T","591.00","9.11K","0.44","-","-","Buy","Buy","Neutral","Neutral","Strong Buy","0.00","4.59","-1.48","-11.33","16.67","88.21","15.65","2.41%","9.10","0.60","38.87","32.48","1.82","1.82","-41.86","-14.90","14.16","22.77","6.53","4.70","7.82","1.66","6.63","2.13","160.07","4.84","109800","55000","-27.32","45.09","-5.69%","15.70","14.09","9.34","7.63","9.37","7.61","7.51","6.04","1.02","1.47","3.17","39.78","5.62","0.00","21.93","28.47","3.99K","1.39K","25.65","0.00","-2.56","49.53","92.37","69.51","39.97","-5.42",""
"","Solavina JSC","SVN","Hanoi","Basic Materials","Misc. Fabricated Products","3600","-2.7%","77.70B","132.10K","198.01","-147.61","4.48B","104.25K","18.69","0.32","-","-","Sell","Strong Sell","Strong Sell","Strong Sell","Neutral","-2.70","-12.20","-14.29","80.00","100.00","89.47","94.74","-","198.01","26.39","0.93","1.28","0.35","0.35","1.13K","45.61","-56.52","-100.00","244.91","-45.86","-","0.01","0.35","-","-","0.35","7000","1400","-48.57","157.14","-2.38%","-156.44","3.10","46.50","8.72","16.67","2.91","13.33","1.32","6.05","6.99","0.00","0.00","-","-","0.00","51.69","207.14","-829.98","-237.69","-328.57","-16.28","29.24","51.85","0.00","49.66","-77.78",""
"","Saigon Viendong Tech","SVT","Ho Chi Minh","Consumer/Non-Cyclical","Office Supplies","16800","-0.88%","194.54B","100.00","5.59","-30.30","122.68B","2.02K","3.09K","-0.17","1.90K","-","Strong Buy","Buy","Strong Buy","Buy","Strong Buy","-0.88","-0.30","-0.88","23.53","-11.58","151.12","-22.60","-","5.59","1.63","24.83","25.31","1.12","1.12","1.35K","241.37","30.29","834.34","66.76","-2.96","27.73","0.72","26.03","13.63","3.98","23.46","20400","12400","-17.65","35.48","4.33%","2.13","6.73","29.97","19.18","29.94","19.26","29.19","18.28","2.14","2.58","0.00","0.00","4.45","-","61.45","36.78","360.71","249.10","44.30","128.57","-0.30","51.40","97.48","85.63","52.57","-2.86",""
"","Southern Waterborne","SWC","Hanoi","Energy","Oil & Gas Operations","25900","1.17%","1.74T","42.90K","9.97","-261.26","581.61B","88.87K","2.60K","0.24","-","-","-","-","Neutral","Buy","Strong Buy","1.17","1.17","0.78","50.58","94.74","115.83","99.23","22.39%","9.97","2.99","14.75","10.00","1.54","1.55","113.58","156.47","18.48","77.19","53.64","18.22","243.81","0.45","131.87","-","-","7.89","30000","10400","-13.67","149.04","-0.39%","30.49","25.43","35.13","70.99","35.73","72.97","29.99","60.50","2.43","2.46","10.00","11.13","16.80","115.44","0.00","27.44","714.29","-564.17","-58.21","0.00","0.00","47.37","90.83","22.70","51.24","-9.66",""
"","Sonadezi Long Binh Share Holding Co","SZB","Hanoi","Services","Rental & Leasing","34300","0.29%","1.03T","15.40K","9.37","71.28","435.30B","8.66K","3.65K","-","2.38K","-","Strong Sell","Strong Sell","Strong Sell","Neutral","Strong Buy","0.29","-4.19","0.88","0.88","28.95","-","27.14","7.31%","9.37","2.88","9.43","10.43","1.74","1.85","12.89","20.09","7.26","7.33","5.69","3.19","38.61","0.30","23.29","-","-","27.06","38100","26500","-9.97","29.43","5.6%","42.79","41.68","39.66","38.19","40.02","38.52","32.42","31.09","2.26","2.31","1.25","1.43","-","-","65.08","53.88","792.86","-439.03","-119.15","-642.86","-0.58","43.77","89.54","4.83","20.87","-13.52",""
