RIC,Symbol,Exchange,CompanyName,Sector,Industry,Last
VCS.HN,VCS,HNX,Vicostone JSC,Materials,Construction Materials,110000
VCT.HNO,VCT,UPCOM,Vinaconex's Construction Consultant JSC,Industrials,Construction & Engineering,3400
VCW.HNO,VCW,UPCOM,Song Da Water Investment JSC,Consumer Staples,Beverages,45000
VCX.HNO,VCX,UPCOM,YenBinh Cement JSC,Materials,Construction Materials,7700
VDL.HN,VDL,HNX,Lamdong Foodstuffs JSC,Consumer/Non-Cyclical,Beverages (Alcoholic),21900
VDN.HNO,VDN,UPCOM,Vinatex DaNang JSC,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",16000
VDP.HM,VDP,HOSE,Vidipha Central Pharmaceutical JSC,Healthcare,Pharmaceuticals,37000
VDS.HM,VDS,HOSE,Viet Dragon Securities Corp,Financial,Investment Services,25600
VDT.HNO,VDT,UPCOM,Binh Tay Steel Wire Netting JSC,Materials,Metals & Mining,22000
VE1.HN,VE1,HNX,Vneco1 Electricity Construction JSC,Industrials,Construction & Engineering,4300
VE2.HN,VE2,HNX,VNECO2 Electricity Construction JSC,Industrials,Construction & Engineering,11300
VE3.HN,VE3,HNX,Vneco3 Electricity Construction JSC,Industrials,Construction & Engineering,9500
VE4.HN,VE4,HNX,Vneco4 Electricity Construction JSC,Capital Goods,Construction Services,22100
VE8.HN,VE8,HNX,Vneco8 Electricity Construction JSC,Industrials,Construction & Engineering,8900
VE9.HNO,VE9,UPCOM,Vneco9 Investment & Construction JSC,Industrials,Construction & Engineering,1200
VEA.HNO,VEA,UPCOM,Vietnam Engine and Agricultural Machinery Corp,Industrials,Machinery,48900
VEC.HNO,VEC,UPCOM,Vietnam Electronics and Informatics Joint Stock Corp,Information Technology,"Electronic Equipment, Instruments & Components",10000
VEF.HNO,VEF,UPCOM,Vietnam Exhibition Fair Centre JSC,Services,Business Services,130300
VES.HNO,VES,UPCOM,Me Ca Vneco Investment And Electricity Construction JSC,Industrials,Construction & Engineering,3100
VET.HNO,VET,UPCOM,Navetco National Veterinary JSC,Healthcare,Pharmaceuticals,82400
VFC.HNO,VFC,UPCOM,Vinafco Joint Stock Corp,Industrials,Air Freight & Logistics,18500
VFG.HN,VFG,HNX,Viet Nam Fumigation JSC,Materials,Chemicals,56500
VFR.HNO,VFR,UPCOM,Transport and Chartering Corp,Industrials,Marine,4700
VGC.HM,VGC,HOSE,Viglacera Corp JSC,Industrials,Building Products,30000
VGG.HNO,VGG,UPCOM,Viet Tien Garment Corp,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",43000
VGI.HNO,VGI,UPCOM,Viettel Global Investment JSC,Communication Services,Wireless Telecommunication Services,33400
VGP.HN,VGP,HNX,Vegetexco Port JSC,Industrials,Transportation Infrastructure,48400
VGR.HNO,VGR,UPCOM,VIP Greenport JSC,Industrials,Transportation Infrastructure,34800
VGS.HN,VGS,HNX,Vietnam Germany Steel Pipe JSC,Materials,Metals & Mining,18900
VGT.HNO,VGT,UPCOM,Vietnam National Textile And Garment Group,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",19100
VGV.HNO,VGV,UPCOM,Vietnam National Construction Consultant Corporation JSC,Industrials,Construction & Engineering,11400
VHC.HM,VHC,HOSE,Vinh Hoan Corp,Consumer Staples,Food Products,43600
VHD.HNO,VHD,UPCOM,Vinahud Urban and Housing Development Investment JSC,Industrials,Construction & Engineering,10100
VHE.HN,VHE,HNX,Viet Nam Herbs and Foods JSC,Consumer Staples,Food Products,12000
VHF.HNO,VHF,UPCOM,Vinh Ha Food Processing and Construction JSC,Consumer/Non-Cyclical,Food Processing,12790
VHG.HNO,VHG,UPCOM,Viet Trung Nam Investment and Development JSC,Materials,Chemicals,700
VHH.HNO,VHH,UPCOM,Thanh Dat Investment House Tranding JSC,Industrials,Construction & Engineering,4500
VHL.HN,VHL,HNX,Viglacera Ha Long JSC,Materials,Construction Materials,24500
VHM.HM,VHM,HOSE,Vinhomes JSC,Real Estate,Real Estate Management & Development,112100
VIB.HM,VIB,HOSE,Viet Nam International Commercial Joint Stock Bank,Financial,Banks,50000
VIC.HM,VIC,HOSE,Vingroup JSC,Capital Goods,Construction Services,117500
VID.HM,VID,HOSE,Vien Dong Investment Development Trading Corp,Materials,Paper & Forest Products,11800
VIE.HN,VIE,HNX,Vi Te Co Vietnam Telecommunications Technology JSC,Information Technology,Communications Equipment,8000
VIF.HN,VIF,HNX,Viet Nam Forestry Corporation JSC,Materials,Paper & Forest Products,16300
VIG.HN,VIG,HNX,Viet Nam Industrial & Commercial Securities Co,Financial,Capital Markets,5600
VIH.HNO,VIH,UPCOM,Viglacera Ha Noi JSC,Materials,Construction Materials,12800
VIM.HNO,VIM,UPCOM,Viglacera Mineral JSC,,,22700
VIN.HNO,VIN,UPCOM,Vietnam Foreign Trade Forwarding and Warehousing JSC,Industrials,Air Freight & Logistics,14000
VIP.HM,VIP,HOSE,Viet Nam Petroleum Transport JSC,Industrials,Marine,9700
VIR.HNO,VIR,UPCOM,Vung Tau Intourco Resort JSC,Consumer Discretionary,"Hotels, Restaurants & Leisure",9400
VIS.HM,VIS,HOSE,Viet Nam Italy Steel JSC,Materials,Metals & Mining,17900
VIT.HN,VIT,HNX,Viglacera Tien Son JSC,Materials,Construction Materials,13600
VIW.HNO,VIW,UPCOM,Vietnam Water and Environment Investment Corporation JSC,Industrials,Construction & Engineering,11000
VIX.HM,VIX,HOSE,VIX Securities JSC,Financial,Capital Markets,29600
VJC.HM,VJC,HOSE,Vietjet Aviation JSC,Transportation,Airline,115900
VKC.HN,VKC,HNX,Vinh Khanh Cable Plastic Corp,Industrials,Electrical Equipment,8100
VKD.HNO,VKD,UPCOM,Khanh Hoa Mineral Water JSC,Consumer Staples,Beverages,75000
VKP.HNO,VKP,UPCOM,VikyPlastic JSC,Materials,Containers & Packaging,300
VLA.HN,VLA,HNX,Van Lang Technology Development and Investment JSC,Information Technology,IT Services,13700
VLB.HNO,VLB,UPCOM,Bien Hoa Building Materials Production And Construction JSC,Materials,Construction Materials,43000
VLC.HNO,VLC,UPCOM,Vietnam Livestock Corporation JSC,Consumer Staples,Food Products,31400
VLF.HNO,VLF,UPCOM,Vinh Long Cereal and Food Corp,Consumer Staples,Food Products,1400
VLG.HNO,VLG,UPCOM,VIMC Logistics JSC,Transportation,Misc. Transportation,5700
VLP.HNO,VLP,UPCOM,Vinh Long Public Works JSC,Industrials,Commercial Services & Supplies,1400
VLW.HNO,VLW,UPCOM,Vinh Long Water Supply JSC,Utilities,Water Utilities,17300
VMA.HNO,VMA,UPCOM,Vinacomin Motor Industry JSC,Consumer Cyclical,Auto & Truck Manufacturers,8100
VMC.HN,VMC,HNX,Vimeco JSC,Industrials,Construction & Engineering,10800
VMD.HM,VMD,HOSE,Vimedimex Medi Pharma JSC,Healthcare,Health Care Providers & Services,26550
VMG.HNO,VMG,UPCOM,Vung Tau Petroleum Trading and Services JSC,Energy,"Oil, Gas & Consumable Fuels",7200
VMI.HN,VMI,HNX,Visaco Mineral and Investment JSC,Industrials,Construction & Engineering,600
VMS.HN,VMS,HNX,Vietnam Maritime Development JSC,Industrials,Transportation Infrastructure,11200
VNA.HNO,VNA,UPCOM,Vinaship JSC,Industrials,Marine,14500
VNB.HNO,VNB,UPCOM,Viet Nam Books JSC,Services,Printing & Publishing,17700
VNC.HN,VNC,HNX,Vinacontrol Group Corp,Industrials,Professional Services,32700
VND.HN,VND,HNX,VNDIRECT Securities Corp,Financial,Capital Markets,45000
VNE.HM,VNE,HOSE,Vietnam Electricity Construction Joint Stock Corp,Industrials,Construction & Engineering,7730
VNF.HN,VNF,HNX,Vinafreight JSC,Industrials,Air Freight & Logistics,12900
VNG.HM,VNG,HOSE,Thanh Thanh Cong Tourist JSC,Consumer Discretionary,"Hotels, Restaurants & Leisure",13250
VNH.HNO,VNH,UPCOM,Viet Viet Nhat Investment Corp,Consumer Staples,Food Products,4900
VNI.HNO,VNI,UPCOM,Viet Nam Land Investment Corp,Real Estate,Real Estate Management & Development,10000
VNL.HM,VNL,HOSE,Vinalink International Freight Forwarders,Industrials,Air Freight & Logistics,19100
VNM.HM,VNM,HOSE,Vietnam Dairy Products JSC,Consumer Staples,Food Products,89700
VNP.HNO,VNP,UPCOM,Vietnam Plastic Corp,Materials,Containers & Packaging,14700
VNR.HN,VNR,HNX,Vietnam National Reinsurance Corp,Financial,Insurance,29400
VNS.HM,VNS,HOSE,Vietnam Sun Corp,Industrials,Road & Rail,9580
VNT.HN,VNT,HNX,Van Cargoes and Foreign Trade Logistics JSC,Industrials,Air Freight & Logistics,60100
VOC.HNO,VOC,UPCOM,Viet Nam Vegetable Oils Industry Corp,Consumer Staples,Food Products,27100
VOS.HM,VOS,HOSE,Viet Nam Ocean Shipping JSC,Industrials,Marine,8420
VPA.HNO,VPA,UPCOM,VP Petrochemical Transport JSC,Transportation,Water Transportation,4300
VPB.HM,VPB,HOSE,Vietnam Prosperity Joint Stock Commercial Bank,Financial,Banks,68200
VPC.HNO,VPC,UPCOM,Viet Nam Power Investment and Development JSC,Utilities,Electric Utilities,2100
VPD.HM,VPD,HOSE,Viet Nam Power Development JSC,Utilities,Independent Power and Renewable Electricity Producers,14350
VPG.HM,VPG,HOSE,Viet Phat Import Export Trading Investment JSC,Industrials,Trading Companies & Distributors,36800
VPH.HM,VPH,HOSE,Van Phat Hung Corp,Real Estate,Real Estate Management & Development,5270
VPI.HM,VPI,HOSE,Van Phu - Invest Investment JSC,Real Estate,Real Estate Management & Development,35050
VPR.HNO,VPR,UPCOM,Vinaprint Corp,Industrials,Commercial Services & Supplies,17500
VPS.HM,VPS,HOSE,Vietnam Pesticide JSC,Materials,Chemicals,15400
VQC.HNO,VQC,UPCOM,Vinacomin Quacontrol JSC,Industrials,Commercial Services & Supplies,18400
VRC.HM,VRC,HOSE,Vrc Real Estate and Investment JSC,Industrials,Construction & Engineering,8200
VRE.HM,VRE,HOSE,Vincom Retail JSC,Real Estate,Real Estate Management & Development,31600
VRG.HNO,VRG,UPCOM,Viet Nam Rubber Industrial Zone and Urban Development JSC,Industrials,Trading Companies & Distributors,24900
VSA.HN,VSA,HNX,Viet Nam Ocean Shipping Agency Corp,Industrials,Marine,33000
VSC.HM,VSC,HOSE,Vietnam Container Shipping JSC,Industrials,Marine,59500
VSG.HNO,VSG,UPCOM,South Vietnam Container Shipping JSC,Industrials,Marine,1900
VSH.HM,VSH,HOSE,Vinh Son Song Hinh Hydropower JSC,Utilities,Independent Power and Renewable Electricity Producers,21550
VSI.HM,VSI,HOSE,Water Supply Sewerage Construction and Investment JSC,Industrials,Construction & Engineering,18200
VSM.HN,VSM,HNX,Central Container JSC,Industrials,Transportation Infrastructure,17600
VSN.HNO,VSN,UPCOM,Vissan JSC,Consumer Staples,Food Products,26500
VSP.HNO,VSP,UPCOM,Viet Hai Shipping and Real Properties Corp,Industrials,Marine,1100
VST.HNO,VST,UPCOM,Viet Nam Sea Transport and Chartering JSC,Industrials,Marine,1300
VTA.HNO,VTA,UPCOM,Vitaly JSC,Consumer Discretionary,Household Durables,7100
VTB.HM,VTB,HOSE,Viettronics Tan Binh JSC,Consumer Discretionary,Household Durables,12300
VTC.HN,VTC,HNX,VTC Telecommunications JSC,Information Technology,Communications Equipment,11200
VTD.HNO,VTD,UPCOM,Vietourist Travel JSC,,,0
VTE.HNO,VTE,UPCOM,Vinacap Telecom Electronics JSC,Information Technology,Communications Equipment,7000
VTG.HNO,VTG,UPCOM,Ba Ria Vung Tau Tourist JSC,Consumer Discretionary,"Hotels, Restaurants & Leisure",9300
VTH.HN,VTH,HNX,Viet Thai Electric Cable Corp,Industrials,Electrical Equipment,11600
VTI.HNO,VTI,UPCOM,Textile Garment Import Export and Production Joint Stock Corp,Consumer Cyclical,Apparel/Accessories,2100
VTJ.HN,VTJ,HNX,Vi Na Ta Ba Trading & Investment JSC,Industrials,Trading Companies & Distributors,4300
VTL.HN,VTL,HNX,Thang Long Wine JSC,Consumer Staples,Beverages,11100
VTO.HM,VTO,HOSE,Vietnam Tanker JSC,Industrials,Marine,10600
VTS.HNO,VTS,UPCOM,Tu Son Brick Tile JSC,Materials,Construction Materials,10500
VTV.HN,VTV,HNX,Vicem Energy and Environment JSC,Capital Goods,Construction - Raw Materials,6700
VTX.HNO,VTX,UPCOM,Vietranstimex Multimodal Transport Holding Co,Industrials,Road & Rail,14500
VVN.HNO,VVN,UPCOM,Vietnam Industrial Construction Corp,Industrials,Construction & Engineering,6900
VWS.HNO,VWS,UPCOM,Vietnam Water Sanitation and Environment JSC,,,14600
VXB.HN,VXB,HNX,Ben Tre Contruction Material JSC,Materials,Construction Materials,8900
WCS.HN,WCS,HNX,West Coach Station JSC,Industrials,Road & Rail,185000
WSB.HNO,WSB,UPCOM,Saigon Beer Western JSC,Consumer Staples,Beverages,49900
WSS.HN,WSS,HNX,Wall Street Securities JSC,Financial,Capital Markets,9100
X26.HNO,X26,UPCOM,26 JSC,,,16200
X77.HNO,X77,UPCOM,Thanh An 77 JSC,,,300
XHC.HNO,XHC,UPCOM,Xuan Hoa Viet Nam JSC,Industrials,Commercial Services & Supplies,24000
XPH.HNO,XPH,UPCOM,Hanoi Soap JSC,Materials,Chemicals,9800
YBC.HNO,YBC,UPCOM,Yenbai Cement And Minerals JSC,Materials,Construction Materials,11900
YBM.HM,YBM,HOSE,Yen Bai Industry Mineral JSC,Materials,Construction Materials,7190
YEG.HM,YEG,HOSE,Yeah1 Group Corp,Communication Services,Entertainment,21000
YRC.HNO,YRC,UPCOM,Yen Lao Rallway JSC,Transportation,Misc. Transportation,6300
YTC.HNO,YTC,UPCOM,Ho Chi Minh City Medical Import Export JSC,Healthcare,Medical Equipment & Supplies,61000
